"Story","Title","Result","Date","Stability","Duration (s)"
"Crear usuario en la plataforma SIIGO","Crear usuario nuevo en SIIGO","ERROR","2024-09-25T23:39:27.2215667-05:00[America/Bogota]","0.0","23.02"
