"Story","Title","Result","Date","Stability","Duration (s)"
"Crear usuario en la plataforma SIIGO","Crear usuario nuevo en SIIGO","ERROR","2024-09-25T21:33:29.4306964-05:00[America/Bogota]","0.0","27.29"
