"Story","Title","Result","Date","Stability","Duration (s)"
"Crear usuario en la plataforma SIIGO","Crear usuario nuevo en SIIGO","ERROR","2024-09-25T22:27:49.023284-05:00[America/Bogota]","0.0","23.25"
