"Story","Title","Result","Date","Stability","Duration (s)"
"Crear usuario en la plataforma SIIGO","Crear usuario nuevo en SIIGO","FAILURE","2024-09-25T21:49:36.5103606-05:00[America/Bogota]","0.0","23.57"
