"Story","Title","Result","Date","Stability","Duration (s)"
"Crear usuario en la plataforma SIIGO","Crear usuario nuevo en SIIGO","ERROR","2024-09-26T00:15:38.6938066-05:00[America/Bogota]","0.0","23.49"
